Country,Level,Answer,Longest
Malawi,4014,"DID, DIP, PER, PIE, RED, RID, RIP, DIRE, DRIP, PIER, RIDE, RIPE, DRIED, PRIDE, PRIED, PRIDED",PRIDED
Malawi,4015,"ALE, AYE, LAY, LYE, SAY, SEA, SLY, YES, EASY, LAZE, LAZY, SALE, SEAL, SLAY, ZEAL, SLEAZY",SLEAZY
Malawi,4016,"GIN, NEW, RIG, WIG, WIN, GREW, GRIN, REIN, RING, WINE, WING, WIRE, WREN, REIGN, WRING, WINGER",WINGER
Malawi,4017,"AEON, EARN, NAVE, NEAR, OVEN, OVER, RARE, RAVE, REAR, ROAN, ROAR, ROVE, VANE, RAVEN, ROVER, OVERRAN",OVERRAN
Malawi,4018,"LED, ODE, OLD, SOD, DOES, DOLE, DOSE, LODE, LOSE, SLED, SOLD, SOLE, SOLO, LOOSE, SOLED, LOOSED",LOOSED
Malawi,4019,"DELL, ELSE, LEWD, SEED, SELL, SLED, SLEW, WEED, WELD, WELL, DWELL, SEWED, SWELL, SLEWED, WELLED, SWELLED",SWELLED
Malawi,4020,"ACE, ACT, ATE, CAT, EAT, TEA, CAKE, DATE, DECK, TACK, TAKE, TEAK, ACTED, CADET, CAKED, TACKED",TACKED
Malawi,4021,"ACE, BAD, BED, CAB, DAB, ABED, BACK, BADE, BAKE, BEAD, BEAK, CAKE, DECK, BAKED, CAKED, BACKED",BACKED
Malawi,4022,"FIND, FLOG, FOIL, FOLD, FOND, GILD, GOLD, GOLF, IDOL, LION, LONG, DINGO, DOING, FLING, DOLING, FOLDING",FOLDING
Malawi,4023,"FED, ILL, LED, LID, LIE, DELL, FELL, FILE, FILL, FLED, IDLE, LIED, LIFE, FIELD, FILED, FILLED",FILLED
Malawi,4024,"DEN, DIN, END, RED, RID, DEER, DINE, DIRE, NEED, REED, REIN, REND, RIDE, RIND, DINER, REINED",REINED
Malawi,4025,"ANT, ATE, DEN, EAT, END, NET, TAN, TEA, TEN, ANTE, DATE, DEAN, DENT, NEAT, TEND, TANNED",TANNED
Malawi,4026,"DOG, EGG, EGO, GOD, LED, LEG, LOG, ODE, OLD, DOLE, GOLD, LODE, OGLE, LODGE, OGLED, LOGGED",LOGGED
Malawi,4027,"PER, PET, PUT, RUE, RUT, TEE, PEER, PERT, PURE, TREE, TRUE, ERUPT, PETER, PUREE, RUPEE, REPUTE",REPUTE
Malawi,4028,"AID, AIL, DAY, ICY, LAD, LAY, LID, ACID, CLAD, CLAY, DIAL, IDLY, LADY, LAID, DAILY, ACIDLY",ACIDLY
Malawi,4029,"DELL, DUEL, DUET, DULL, DUST, LEST, LUTE, SELL, SLED, STUD, SUED, TELL, USED, TULLE, LUSTED, DULLEST",DULLEST
Malawi,4030,"AIL, AIM, GIN, LAG, MAN, NAG, NIL, GAIN, LAIN, MAGI, MAIL, MAIN, NAIL, ALIGN, LAMING, MALIGN",LAMING
Rwanda,4031,"AID, ATE, AXE, EAT, TAX, TEA, TIE, DATE, DIET, EDIT, EXIT, IDEA, TIDE, TIED, TAXED, TAXIED",TAXIED
Rwanda,4032,"IVY, LET, LIE, LIT, LYE, TIE, VIE, YET, EVIL, LEVY, LITE, LIVE, TILE, VEIL, VILE, LEVITY",LEVITY
Rwanda,4033,"DEER, DIRE, HEED, HEIR, HERD, HERE, HIDE, HIRE, REED, RIDE, DRIER, ERRED, HIRED, RIDER, HERDER, REHIRED",REHIRED
Rwanda,4034,"ALE, ATE, EAT, LET, LOT, OAT, TEA, TOE, ALOE, ALTO, LATE, LAZE, TALE, TEAL, ZEAL, ZEALOT",ZEALOT
Rwanda,4035,"CUE, CUT, LET, NET, NUT, TEN, TUN, CENT, CLUE, CULT, CUTE, LENT, LUTE, TUNE, UNCLE, LUCENT",LUCENT
Rwanda,4036,"BET, BOT, ORE, ROB, ROT, TOE, TOO, BOOR, BOOT, BORE, OBOE, ROBE, ROOT, ROTE, TORE, REBOOT",REBOOT
Rwanda,4037,"GAIN, GAIT, GNAT, GNAW, TANG, TWIG, TWIN, WAIN, WAIT, WANT, WING, GIANT, TWANG, AWNING, WANING, WANTING",WANTING
Rwanda,4038,"DESK, DISH, DISK, HIDE, SHED, SIDE, SKEW, SKID, WIDE, WISE, WISH, SHIED, SKIED, WHISK, WISHED, WHISKED",WHISKED
Rwanda,4039,"COT, HOE, HOT, LET, LOT, TOE, CLOT, COLT, COTE, ECHO, ETCH, HOLE, HOLT, CLOTH, HOTEL, CLOTHE",CLOTHE
Rwanda,4040,"GAIN, GRAM, GRIM, GRIN, HAIR, HANG, HARM, MAGI, MAIN, RAIN, RANG, RING, GRAIN, ARMING, MARGIN, HARMING",HARMING
Rwanda,4041,"AGE, AGO, AIL, ALE, EGO, LAG, LEG, LIE, LOG, OIL, ALOE, GALE, GOAL, OGLE, AGILE, GOALIE",GOALIE
Rwanda,4042,"ADO, DUO, LAD, LAP, OLD, PAD, PAL, POD, DUAL, LAUD, LOAD, LOUD, OPAL, PLOD, ALOUD, UPLOAD",UPLOAD
Rwanda,4043,"EEL, FEE, FUR, LEE, RUE, FEEL, FLEE, FLUE, FREE, FUEL, LEER, LURE, REEF, REEL, RULE, REFUEL",REFUEL
Rwanda,4044,"GILL, GLEN, ISLE, LENS, LIEN, LINE, SELL, SIGN, SILL, SINE, SING, INGLE, SINGE, SLING, SINGLE, SELLING",SELLING
Rwanda,4045,"CHIN, COIN, CONE, ECHO, GONE, HONE, ICON, INCH, NICE, ONCE, CHINE, HINGE, NEIGH, NICHE, HOEING, ECHOING",ECHOING
Rwanda,4046,"ANT, ATE, EAT, INN, NET, NIT, TAN, TEA, TEN, TIE, TIN, ANTE, NEAT, NINE, INANE, INNATE",INNATE
Rwanda,4047,"BED, BID, DIB, ILL, LED, LID, LIE, BELL, BILE, BILL, BLED, DELL, IDLE, LIED, LIBEL, BILLED",BILLED
Rwanda,4048,"NAP, PAN, PAR, PAW, PUN, RAN, RAP, RAW, RUN, WAR, PAWN, WARN, WARP, WRAP, PRAWN, UNWRAP",UNWRAP
Rwanda,4049,"DINE, DINK, DIVE, DONE, DOVE, KIND, NODE, OVEN, VEIN, VIED, VINE, VOID, DEVON, INKED, INVOKE, INVOKED",INVOKED
Rwanda,4050,"FAIL, FANG, FILM, FLAG, GAIN, LAIN, MAGI, MAIL, MAIN, NAIL, ALIGN, FINAL, FLING, LAMING, MALIGN, FLAMING",FLAMING
Rwanda,4051,"FAME, FARE, FARM, FEAR, FREE, MARE, MERE, RARE, REAR, REEF, FRAME, FREER, REFER, FARMER, FRAMER, REFRAME",REFRAME
Rwanda,4052,"PER, PIE, RIP, SIP, SIR, PERK, PIER, RIPE, RISE, RISK, SIRE, SKIP, PRISE, SPIKE, SPIRE, SPIKER",SPIKER
Rwanda,4053,"LOW, OWE, OWL, SEW, SOW, VOW, WOE, LOSE, LOVE, SLEW, SLOW, SOLE, WOVE, SOLVE, VOWEL, WOLVES",WOLVES
Rwanda,4054,"GIN, GNU, GUN, LUG, NIL, RIG, RUG, RUN, GIRL, GRIN, LUNG, RING, RUIN, RUNG, LURING, RULING",LURING
Rwanda,4055,"APT, LAP, LOT, OAT, PAL, PAT, POP, POT, TAP, TOP, ALTO, ATOP, OPAL, PLAT, PLOT, LAPTOP",LAPTOP
Rwanda,4056,"RED, RID, TIE, DIET, DIRE, DIRT, EDIT, RIDE, RITE, TIDE, TIED, TIER, TIRE, TIRED, TRIED, TIDIER",TIDIER
Rwanda,4057,"ASHY, EASE, EASY, ELSE, HALE, HEAL, HEEL, LASH, SALE, SEAL, SLAY, EASEL, LEASE, LEASH, SHALE, EYELASH",EYELASH
Rwanda,4058,"DEW, DYE, EWE, EYE, TEE, WED, WEE, WET, WYE, YET, DEWY, EYED, WEED, TWEED, WEEDY, TWEEDY",TWEEDY
Rwanda,4059,"DUE, DUG, PEG, PER, RED, RUE, RUG, DRUG, DUPE, PURE, RUDE, URGE, PRUDE, PURGE, URGED, PURGED",PURGED
Rwanda,4060,"AGO, ARM, GAR, LAG, LOG, MAR, RAG, RAM, GOAL, GRAM, LOAM, ORAL, ROAM, MOLAR, MORAL, GLAMOR",GLAMOR
Rwanda,4061,"AGED, DARE, DEAR, DRAG, GAGE, GEAR, RAGE, READ, DARED, DREAD, GRADE, RAGED, DAGGER, GRADED, RAGGED, DRAGGED",DRAGGED
Rwanda,4062,"BEND, BODE, BOND, BONE, BUND, DONE, DUDE, DUNE, NODE, NUDE, UNDO, BODED, BONED, BOUND, BONDED, BOUNDED",BOUNDED
Rwanda,4063,"BANG, BIAS, BUNG, GAIN, SANG, SIGN, SING, SNAG, SNUB, SNUG, SUNG, BASIN, SUING, USING, BASING, ABUSING",ABUSING
Rwanda,4064,"AIR, ARK, ART, KIT, OAK, OAT, RAT, ROT, TAR, IOTA, OKRA, RIOT, TARO, TRIO, RATIO, TROIKA",TROIKA
Rwanda,4065,"BORN, BRIG, GRIN, GRIP, IRON, PING, PRIG, RING, BRING, PRONG, ROBIN, BORING, PORING, ROBING, ROPING, PROBING",PROBING
Rwanda,4066,"BELL, BILE, BILL, BLED, BLUE, BULL, DELL, DUEL, DULL, IDLE, LIED, LIEU, BUILD, LIBEL, BILLED, BULLIED",BULLIED
Rwanda,4067,"DINE, DUEL, DUNE, IDLE, LEND, LIED, LIEN, LIEU, LINE, NINE, NUDE, ENNUI, LINED, LINEN, LINDEN, UNLINED",UNLINED
Rwanda,4068,"GAIN, GRIN, GRIP, PAIN, PAIR, PANG, PING, PRIG, RAIN, RANG, RING, APING, GRAIN, AIRING, PARING, PAIRING",PAIRING
Rwanda,4069,"LEG, LIE, LUG, RIG, RUE, RUG, GIRL, GLUE, LIEU, LURE, RILE, RULE, URGE, GRUEL, GUILE, UGLIER",UGLIER
Rwanda,4070,"DIM, ELM, ILL, LED, LID, LIE, MID, DELL, DIME, IDLE, LIED, LIME, MILD, MILE, MILL, MILLED",MILLED
East Timor,4071,"GNU, GUN, HOG, HUG, SON, SUN, GUSH, HUNG, ONUS, SHUG, SHUN, SNUG, SONG, SUNG, SOUGH, SHOGUN",SHOGUN
East Timor,4072,"DIET, DIRE, DIRT, EDIT, RIDE, RITE, TIDE, TIED, TIER, TIRE, DRIER, RIDER, TIRED, TRIED, TRIER, DIRTIER",DIRTIER
East Timor,4073,"DOT, MET, ODE, TEE, TOE, DEEM, DOME, DOTE, MEET, MODE, MOTE, TEEM, TOED, TOME, METED, DEMOTE",DEMOTE
East Timor,4074,"SEA, SIN, VAN, VIA, VIE, NAVE, SANE, SAVE, SINE, VAIN, VANE, VASE, VEIN, VINE, NAIVE, NAVIES",NAVIES
East Timor,4075,"CLEF, CODE, COKE, COLD, DECK, DOCK, DOLE, FLED, FOLD, FOLK, LOCK, LODE, FLECK, FLOCK, LOCKED, FLOCKED",FLOCKED
East Timor,4076,"DINE, GILD, GLEN, IDLE, LEND, LIED, LIEN, LINE, DEIGN, GLIDE, INGLE, LINED, DINGLE, EDGING, NIGGLE, NIGGLED",NIGGLED
East Timor,4077,"BRIG, BUNG, BURN, CRIB, CURB, GRIN, GRUB, RING, RUIN, RUNG, BRING, INCUR, RUNIC, CUBING, CURING, CURBING",CURBING
East Timor,4078,"ANTE, GAPE, GATE, GNAT, NAPE, NEAT, PAGE, PANE, PANG, PANT, PENT, TANG, TAPE, AGAPE, AGENT, PAGEANT",PAGEANT
East Timor,4079,"ARM, BAM, BAR, LAB, MAR, RAM, RUB, RUM, ALUM, BALM, BLUR, LAMB, MAUL, ALBUM, MURAL, LUMBAR",LUMBAR
East Timor,4080,"DEAN, NAPE, PANE, PEAS, PENS, SAND, SANE, SEND, SNAP, SPAN, SPED, SEDAN, SPADE, SPEND, PANNED, SPANNED",SPANNED
East Timor,4081,"EGO, ERR, ORE, OWE, ROW, WOE, ERGO, GOER, GORE, GREW, GROW, OGRE, WORE, ROWER, GROWER, REGROW",GROWER
East Timor,4082,"GAIN, GAIT, GNAT, PAIN, PANG, PANT, PING, PINT, TANG, TINT, APING, GIANT, PAINT, TAINT, TITAN, PATTING",PATTING
East Timor,4083,"CLAN, COAL, COOL, CORN, LOAN, LOON, ORAL, ROAN, ACORN, CAROL, COLON, COLOR, CORAL, CROON, CORONA, CORONAL",CORONAL
East Timor,4084,"CODE, COTE, CUTE, DOTE, DUCT, DUET, ECHO, ETCH, HOED, OUCH, THOU, THUD, TOED, CHUTE, TOUCH, TOUCHED",TOUCHED
East Timor,4085,"DIRE, DRIP, PIER, PIPE, RIDE, RIPE, DRIED, PIPED, PIPER, PRIDE, PRIED, DIPPED, DIPPER, PRIDED, RIPPED, DRIPPED",DRIPPED
East Timor,4086,"CEDE, CODE, CORD, CORE, DEED, DEER, DOER, REED, RODE, CEDED, CREDO, CREED, ERODE, CORDED, ERODED, DECODER",DECODER
East Timor,4087,"DAM, MAD, SAD, SEA, SEE, DAME, DEEM, EASE, MADE, MEAD, SAME, SEAM, SEED, SEEM, EASED, SEAMED",SEAMED
East Timor,4088,"ANY, ASK, NAY, SAW, SAY, SKY, WAS, WAY, YAK, SANK, SWAN, SWAY, WAYS, YANK, YAWN, SWANK, SWANKY",SWANKY
East Timor,4089,"HIS, HIT, ITS, RIG, SIR, SIT, GIRT, GIST, GRIT, SIGH, STIR, THIS, GIRTH, RIGHT, SHIRT, SIGHT, RIGHTS",RIGHTS
East Timor,4090,"HEM, MET, SEE, SET, SHE, TEE, MEET, MESH, SEEM, STEM, TEEM, THEE, THEM, SHEET, THEME, THESE, THEMES",THEMES
East Timor,4091,"ACE, ARC, ARE, CAN, CAR, EAR, ERA, RAN, ACNE, ACRE, CANE, CARE, EARN, NEAR, RACE, CRANE, CAREEN",CAREEN
East Timor,4092,"APE, ASH, HAS, PEA, SEA, SHE, SPA, HASP, HEAP, PASS, PEAS, SASH, ASHES, PASSE, PHASE, SHAPE, PHASES",PHASES
East Timor,4093,"EON, NEW, NOR, NOW, ONE, ORE, OWE, OWN, ROW, WOE, WON, NONE, WORE, WORN, WREN, OWNER, RENOWN",RENOWN
East Timor,4094,"ARE, ARK, ARM, EAR, EKE, ERA, MAR, RAM, MAKE, MARE, MARK, MEEK, MERE, RAKE, REEK, MAKER, REMAKE",REMAKE
East Timor,4095,"AGE, ARE, EAR, ERA, GAR, RAG, RUE, RUG, GAVE, GEAR, RAGE, RAVE, URGE, ARGUE, GRAVE, VAGUE, VAGUER",VAGUER
East Timor,4096,"ACT, ANT, ANY, CAN, CAT, NAY, SAC, SAT, SAY, TAN, CANT, CAST, SCAN, STAY, NASTY, SCANT, SCANTY",SCANTY
East Timor,4097,"DEN, DON, END, EON, NOD, ODE, ONE, PEN, POD, DEEP, DONE, NEED, NODE, NOPE, OPEN, POND, OPENED",OPENED
East Timor,4098,"EON, LYE, ONE, PEN, PLY, YEN, LONE, LOPE, NOPE, ONLY, OPEN, PLOY, POLE, PONY, YELP, PYLON, OPENLY",OPENLY
East Timor,4099,"HIP, HIS, HOP, ION, NIP, PIN, POI, SIN, SIP, SON, SOP, SHIN, SHIP, SHOP, SNIP, SPIN, SIPHON",SIPHON
East Timor,4100,"DEER, DELL, DREW, EWER, LEER, LEWD, REED, REEL, WEED, WELD, WELL, WERE, DWELL, ELDER, WELDER, WELLED, DWELLER",DWELLER
East Timor,4101,"ALL, LAY, SAT, SAY, SLY, ALLY, LAST, SALT, SLAT, SLAY, STAY, TALL, SALLY, SALTY, STALL, TALLY, LASTLY",LASTLY
East Timor,4102,"BED, DEN, DON, END, EON, KEN, NOD, ODE, ONE, BEND, BODE, BOND, BONE, DONE, KNOB, NODE, BONKED",BONKED
East Timor,4103,"ALE, ALL, AYE, ELM, LAY, LYE, MAY, YAM, ALLY, LAME, MALE, MALL, MEAL, YELL, ALLEY, MEALY, LAMELY",LAMELY
East Timor,4104,"DEN, DON, END, EON, HEN, HOE, KEN, NOD, ODE, ONE, DONE, HOED, HONE, HONK, NODE, HONED, HONKED",HONKED
East Timor,4105,"DIN, DON, ION, NOD, NOW, OWN, SIN, SOD, SON, SOW, WIN, WON, DOWN, SNOW, SOWN, WIND, DISOWN",DISOWN
East Timor,4106,"ARM, LAW, LAY, MAR, MAY, RAM, RAW, RAY, WAR, WAY, WRY, YAM, ARMY, AWRY, WARM, WARY, WARMLY",WARMLY
East Timor,4107,"DUE, RED, RUE, SEE, SUE, USE, DEER, REED, RUDE, RUSE, SEED, SEER, SUED, SURE, USED, USER, REUSED",REUSED
East Timor,4108,"MEN, MET, NET, NIT, TEN, TIE, TIN, YEN, YET, EMIT, ITEM, MINE, MINT, MITE, TIME, TINY, ENMITY",ENMITY
East Timor,4109,"ODE, ORE, RED, ROD, DOER, DOME, DOOM, DOOR, MODE, MOOD, MOOR, MORE, RODE, ROOM, RODEO, MOORED, ROOMED",MOORED
East Timor,4110,"AIL, CAN, CON, ION, NIL, OIL, CLAN, COAL, COIL, COIN, ICON, LAIN, LION, LOAN, LOCI, NAIL, OILCAN",OILCAN
Sudan,4111,"DEN, DID, DIM, DIN, END, MEN, MID, DIME, DINE, MEND, MIND, MINE, DENIM, DINED, MINED, MIDDEN, MINDED",MIDDEN
Sudan,4112,"FIN, ION, LOW, NIL, NOW, OIL, OWL, OWN, WIN, WON, FLOW, FOIL, FOWL, LION, WOLF, FLOWN, INFLOW",INFLOW
Sudan,4113,"ANY, AYE, DAY, DEN, DYE, END, KEN, KEY, NAY, YAK, YEN, DEAN, DENY, YANK, KNEAD, NAKED, YANKED",YANKED
Sudan,4114,"DOME, DOTE, DUET, HOED, HOME, MODE, MOTE, MOTH, MUTE, THEM, THOU, THUD, TOED, TOME, MOUTH, METHOD, MOUTHED",MOUTHED
Sudan,4115,"DOT, LED, LET, LOT, ODE, OLD, TOE, TOO, DOLE, DOTE, LODE, LOOT, TOED, TOLD, TOOL, LOOTED, TOOLED",LOOTED
Sudan,4116,"GILT, INTO, LINT, LION, LONG, LOON, LOOT, TOIL, TONG, TOOL, TOON, GLINT, IGLOO, INGOT, LOTION, LOOTING, TOOLING",LOOTING
Sudan,4117,"BLOT, BOIL, BOLT, GILT, GLIB, INTO, LINT, LION, LONG, OBIT, TOIL, TONG, BIGOT, GLINT, INGOT, GOBLIN, BOLTING",BOLTING
Sudan,4118,"EVER, OURS, OVER, ROSE, ROVE, RUSE, SEER, SORE, SOUR, SURE, USER, VEER, ROUSE, SERVE, SEVER, VERSE, OVERUSE",OVERUSE
Sudan,4119,"BAIT, BANG, BATH, GAIN, GAIT, GNAT, HANG, HINT, TANG, THAN, THIN, GIANT, HABIT, NIGHT, THING, HATING, BATHING",BATHING
Sudan,4120,"BAIT, BOAT, CANT, COAT, COIN, ICON, INTO, IOTA, OBIT, BACON, BATON, CABIN, TONIC, ACTION, CATION, OBTAIN, BOTANIC",BOTANIC
Sudan,4121,"CELL, CLUE, CODE, COLD, CULL, DELL, DOLE, DOLL, DUEL, DULL, LODE, LOUD, CELLO, CLOUD, COULD, CULLED, COLLUDE",COLLUDE
Sudan,4122,"RUE, RUT, SET, SUE, TUT, USE, REST, RUSE, RUST, SURE, TEST, TRUE, USER, STRUT, TRUST, UTTER, TRUEST",TRUEST
Sudan,4123,"INK, ITS, KIN, KIT, NIT, SIN, SIT, SKY, TIN, INKY, KNIT, SINK, SKIN, TINY, KNITS, STINK, STINKY",STINKY
Sudan,4124,"DOT, LED, LET, LOT, ODE, OLD, TOE, DELL, DOLE, DOLL, DOTE, LODE, TELL, TOED, TOLD, TOLL, TOLLED",TOLLED
Sudan,4125,"GIRT, GRIN, GRIT, INTO, IRON, RING, RIOT, TINT, TONG, TORN, TORT, TRIO, TROT, INGOT, NITRO, TOTING, ROTTING",ROTTING
Sudan,4126,"LYE, RUE, RYE, SLY, SUE, USE, YES, LURE, LYRE, RELY, RULE, RUSE, SLUR, SURE, USER, SURLY, SURELY",SURELY
Sudan,4127,"AMEN, DAME, DEAN, MADE, MAMA, MANE, MEAD, MEAN, MEND, NAME, AMEND, MADAM, NAMED, MADAME, MADMAN, MADMEN, MANMADE",MANMADE
Sudan,4128,"BAM, BAT, BOA, BOT, BOW, MAT, MOB, OAT, TAB, TAW, TOW, TWO, ATOM, BOAT, MOAT, TOMB, WOMBAT",WOMBAT
Sudan,4129,"HAIL, HALL, HALT, HILL, HILT, HINT, LAIN, LATH, LILT, LINT, NAIL, TAIL, TALL, THAN, THIN, TILL, ANTHILL",ANTHILL
Sudan,4130,"DUE, DUG, EMU, GEM, GUM, MUD, MUG, SUE, SUM, USE, GEMS, MUSE, SMUG, SUED, USED, MUSED, SMUDGE",SMUDGE
Sudan,4131,"AIL, ANY, IVY, LAY, NAY, NIL, VAN, VIA, LAIN, NAIL, NAVY, VAIN, VIAL, ANVIL, INLAY, VINYL, VAINLY",VAINLY
Sudan,4132,"ATE, EAT, FAT, SAT, SEA, SET, TEA, EAST, FAST, FATE, FEAT, FEST, SAFE, SEAT, ASSET, FEAST, SAFEST",SAFEST
Sudan,4133,"DUE, FED, LED, LET, DEFT, DUEL, DUET, FELT, FEUD, FLED, FLUE, FUEL, LEFT, LUTE, DELFT, FLUTE, FLUTED",FLUTED
Sudan,4134,"GONG, GOWN, GRIN, GROG, GROW, IRON, RING, WING, WORN, GOING, GROWN, OWING, WRING, WRONG, GORING, ROWING, GROWING",GROWING
Sudan,4135,"ODE, ORE, RED, ROD, SOD, CODE, CORD, CORE, DOER, DOES, DOSE, RODE, ROSE, SORE, CREDO, SCORE, SCORED",SCORED
Sudan,4136,"ACE, AIL, ALE, ICE, LIE, CAFE, CALF, CLEF, FACE, FAIL, FILE, FLEA, LACE, LEAF, LICE, LIFE, FACILE",FACILE
Sudan,4137,"AID, AIL, DAY, IVY, LAD, LAY, LID, VIA, AVID, DIAL, IDLY, LADY, LAID, VIAL, DAILY, VALID, AVIDLY",AVIDLY
Sudan,4138,"CESS, CODE, CORD, CORE, DOER, DOES, DOSE, RODE, ROSE, SORE, CREDO, CRESS, CROSS, DRESS, SCORE, SCORED, CROSSED",CROSSED
Sudan,4139,"BED, BID, DIB, RED, RIB, RID, SIR, BIRD, BRED, DIRE, RIDE, RISE, SIDE, SIRE, BRIDE, SIRED, DEBRIS",DEBRIS
Sudan,4140,"PARE, PART, PEAR, PERT, PURE, RAPT, RATE, REAP, TAPE, TEAR, TRAP, TRUE, ERUPT, PEART, QUART, TAPER, PARQUET",PARQUET
Sudan,4141,"ALE, ATE, AWE, EAT, LAW, LET, TAT, TAW, TEA, WET, LATE, TALE, TEAL, WALE, WEAL, WELT, WATTLE",WATTLE
Sudan,4142,"ACE, APE, AYE, CAP, HAY, HEY, PAY, PEA, ACHE, CAPE, CHAP, EACH, HEAP, PACE, CHEAP, PEACH, PEACHY",PEACHY
Sudan,4143,"DESK, DINE, DINK, DISK, KIND, NINE, SEND, SIDE, SINE, SINK, SKID, SKIN, INKED, SKIED, SNIDE, SINNED, SKINNED",SKINNED
Sudan,4144,"COP, ODE, POD, SOD, SOP, CODE, COPE, COPS, DOES, DOSE, POSE, SPED, COPED, COPSE, POSED, SCOPE, SCOPED",SCOPED
Sudan,4145,"ANTE, AREA, EARN, NEAR, NEAT, RANT, RARE, RATE, REAR, RENT, TARN, TEAR, TERN, ARENA, TERRA, ERRANT, NARRATE",NARRATE
Sudan,4146,"GOWN, SHIN, SHOW, SIGH, SIGN, SING, SNOW, SONG, SOWN, SWIG, WING, WISH, OWING, SHOWN, SWING, SOWING, SHOWING",SHOWING
Sudan,4147,"BED, BUD, BUN, DEN, DUB, DUE, DUN, END, KEN, NUB, BEND, BUND, BUNK, DUKE, DUNE, NUDE, BUNKED",BUNKED
Sudan,4148,"ACT, APT, CAP, CAT, HAT, HAY, PAT, PAY, TAP, THY, CHAP, CHAT, PACT, PATH, PATCH, YACHT, PATCHY",PATCHY
Sudan,4149,"DENT, DIET, DINE, DINT, EDIT, NEED, TEEN, TEND, TENT, TIDE, TIED, TINT, TENET, NETTED, TENTED, TINTED, DINETTE",DINETTE
Sudan,4150,"EEL, EYE, FEE, FLY, FRY, LEE, LYE, RYE, FEEL, FLEE, FREE, LEER, LYRE, REEF, REEL, RELY, FREELY",FREELY
Uzbekistan,4151,"DIET, DIVE, EDIT, SIDE, SITE, TIDE, TIED, TIES, VEST, VIED, DIVES, IVIES, SITED, VISIT, DIVEST, TIDIES, VISITED",VISITED
Uzbekistan,4152,"GAIN, MAGI, MAIN, SANG, SIGN, SING, SMUG, SNAG, SNUG, SUNG, MAINS, MINUS, SUING, USING, ANIMUS, MUSING, AMUSING",AMUSING
Uzbekistan,4153,"FLOG, FLOW, FOIL, FOWL, GLOW, GOLF, GOWN, LION, LONG, WING, WOLF, FLING, FLOWN, OWING, INFLOW, LOWING, FLOWING",FLOWING
Uzbekistan,4154,"LIE, NIL, SIN, VIE, EVIL, ISLE, LENS, LIEN, LINE, LIVE, SINE, VEIL, VEIN, VILE, VINE, LIVES, SNIVEL",SNIVEL
Uzbekistan,4155,"JET, LED, LET, LID, LIE, LIT, TIE, DIET, EDIT, IDLE, LIED, LITE, TIDE, TIED, TILE, TILED, JILTED",JILTED
Uzbekistan,4156,"GIRL, GLEN, GREY, GRIN, LIEN, LINE, LYRE, REIN, RELY, RILE, RING, INGLE, LINER, LYING, REIGN, LINGER, RELYING",RELYING
Uzbekistan,4157,"ACES, ACNE, CANE, CASE, DEAN, SAND, SANE, SCAN, SEND, CANED, CANES, CASED, DANCE, SEDAN, ASCEND, CANNED, SCANNED",SCANNED
Uzbekistan,4158,"ABED, ABLE, BABE, BADE, BALD, BALE, BEAD, BLED, DEAL, LADE, LEAD, BABEL, BALED, BLADE, BABBLE, DABBLE, BABBLED",BABBLED
Uzbekistan,4159,"DRY, DYE, EYE, PER, PRY, RED, RYE, DEEP, DEER, DYER, EYED, PEER, PREY, PYRE, REED, REEDY, PREYED",PREYED
Uzbekistan,4160,"ARC, ARM, CAR, MAR, RAM, CALM, CLAM, COAL, CRAM, LOAM, ORAL, ROAM, CAROL, CORAL, MOLAR, MORAL, CLAMOR",CLAMOR
Uzbekistan,4161,"PENS, PINE, PING, SEEN, SEEP, SIGN, SINE, SING, SNIP, SPIN, GENIE, SIEGE, SINGE, SNIPE, SPINE, SEEING, SEEPING",SEEPING
Uzbekistan,4162,"ATE, EAT, EMU, MAT, MET, TAT, TEA, TUT, MATE, MEAT, META, MUTE, TAME, TAUT, TEAM, MATTE, MUTATE",MUTATE
Uzbekistan,4163,"DINT, DUST, GIST, GUST, SIGN, SING, SNUG, STUD, STUN, SUIT, SUNG, UNIT, STING, STUNG, SUING, USING, DUSTING",DUSTING
Uzbekistan,4164,"DOG, EGO, GOD, ODD, ODE, ORE, RED, ROD, DOER, ERGO, GOER, GORE, OGRE, RODE, DODGE, GORED, DODGER",DODGER
Uzbekistan,4165,"GIST, NEST, NINE, SENT, SIGN, SINE, SING, SITE, TIES, INSET, SINGE, STING, TINGE, ENSIGN, INGEST, TENNIS, NESTING",NESTING
Uzbekistan,4166,"GUSH, HUNG, ONUS, SHIN, SHUG, SHUN, SIGH, SIGN, SING, SNUG, SONG, SUNG, SOUGH, SUING, USING, SHOGUN, HOUSING",HOUSING
Uzbekistan,4167,"ERGO, GOER, GORE, OGRE, PORE, POUR, PURE, PURR, ROPE, URGE, GROPE, GROUP, PURGE, ROGUE, ROPER, ROUGE, REGROUP",REGROUP
Uzbekistan,4168,"BANG, BARN, BRAG, BRAN, BRIG, GAIN, GARB, GRAB, GRIN, RAIN, RANG, RING, BRAIN, BRING, GRAIN, BARING, BARRING",BARRING
Uzbekistan,4169,"GIN, LEG, LIE, NIL, SIN, GLEN, ISLE, LENS, LIEN, LINE, SIGN, SINE, SING, INGLE, SINGE, SLING, SINGLE",SINGLE
